rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
428,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - August 1995: Early [3],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-002-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - August 1995: Early [3], NAID 120361695."
429,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - July 1995: End July-Early August [3],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-015-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: End July-Early August [3], NAID 120361685."
430,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [2],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-009-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [2], NAID 120361673."
431,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - July 1995: Mid.-Late [5],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-011-012-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - July 1995: Mid.-Late [5], NAID 120361679."
432,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - June 1995: Early [2],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361631,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-013-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - June 1995: Early [2], NAID 120361631."
433,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - May 1995: Mid.-Late [1],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361615,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-009-005-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - May 1995: Mid.-Late [1], NAID 120361615."
434,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - September 1995 (Early) [2],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361731,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-013-008-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Early) [2], NAID 120361731."
435,Promote Leads,63,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [7],Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/120361769,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-003-2016.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [7], NAID 120361769."
436,Promote Leads,63,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [3]",Crisis Security Files,Context candidate,,,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/236750694,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-003-2022-001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [3], NAID 236750694."
437,Chase Diary Leads,63,1998-06-15,Context,Presidential Daily Diary reference: meeting and conference call with Boris Yeltsin,Crisis Security Files,Context candidate,,NATO-Russia thread; late-volume coverage,"Chase substantive memcon, telcon, briefing book, trip file, or summit file.",https://catalog.archives.gov/id/147870919,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-009-005-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [06/01/1998-06/15/1998], NAID 147870919, Unclassified diary record. Source pages: pages 101-103."
438,Chase Diary Leads,63,1999-06-10,Context,Presidential Daily Diary reference: Kosovo Military Technical Agreement calls,Crisis Security Files,Context candidate,,NATO-Russia thread; late-volume coverage,"Chase substantive memcon, telcon, briefing book, trip file, or summit file.",https://catalog.archives.gov/id/17368193,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/3681/17368193/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-010-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/9/99; 4/14/99; 4/27/99; 4/30/99; 5/2/99; 5/20/99; 5/24/99; 5/28/99; 6/2/99; 6/10/99; 6/20/99], NAID 17368193, Unclassified diary record. Source pages: pages 59-61."
439,Fix Source and Declass,63,1995-10-23,Memcon,Memorandum of Conversation - Clinton-Yeltsin One-on-One at Hyde Park,Crisis Security Files,Include candidate,chronology,NATO-Russia thread,Verify Washington time and chronological placement.,https://catalog.archives.gov/id/163545436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Clinton NSC Records Management Office, 2014-0948-M, NAID 163545436. Extracted from source packet PDF pages 5-16; 12 document pages counted. Review PDF includes a packet annotation sheet. Secret; Nodis."
440,Fix Source and Declass,63,1995-10-23,Memcon,Memorandum of Conversation - Lunch with President Boris Yeltsin,Crisis Security Files,Include candidate,chronology,NATO-Russia thread,Verify Washington time and chronological placement.,https://catalog.archives.gov/id/163545436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/7-YeltsinHydePark.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Clinton NSC Records Management Office, 2014-0948-M, NAID 163545436. Secret. Extracted from source packet PDF pages 31-35; 5 document pages counted. Review PDF includes a packet annotation sheet."
441,Fix Source and Declass,63,1995-10-24,Memcon,Memorandum of Conversation - Presidents Izetbegovic and Tudjman,Crisis Security Files,Include candidate,chronology,NATO-Russia thread,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Secret. Extracted from source packet PDF pages 37-43; 7 document pages counted. Review PDF includes a packet annotation sheet."
442,Rebalance Coverage,61,1993-09-17,Memcon,Memorandum of Conversation - Prime Minister Carlo Ciampi of Italy,NATO-Russia and Partnership,Include candidate,chronology,non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101346,https://clinton.presidentiallibraries.us/files/original/df7541d4f739658b122360c51d75e84f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0755-M, Item 101346. Confidential."
443,Rebalance Coverage,61,1994-01-20,Telcon,Memorandum of Telephone Conversation with President Ulmanis of Latvia,NATO Strategy and Enlargement,Include candidate,chronology,non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/118919,https://clinton.presidentiallibraries.us/files/original/26cb14efd84422e9b5ca25b66f4a978e.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2016-0314-M-2, Item 118919. Confidential."
444,Rebalance Coverage,61,1994-03-04,Memcon,Memorandum of Conversation - President Leonid Kravchuk of Ukraine,NATO-Russia and Partnership,Include candidate,chronology,non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101354,https://clinton.presidentiallibraries.us/files/original/e75539e8d49947e78cd0c87e88844e51.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2016-0122-M, Item 101354. Confidential."
445,Rebalance Coverage,61,1994-07-08,Memcon,Memorandum of Conversation between President Clinton and Italian Prime Minister Berlusconi,NATO-Russia and Partnership,Include candidate,chronology,non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/118984,https://clinton.presidentiallibraries.us/files/original/2d21f03fcf80b2ec322098163e628654.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release Declassified documents concerning Rwanda, Item 118984. Confidential."
446,Rebalance Coverage,61,1996-06-25,Memcon,"Memorandum of Conversation - President Guntis Ulmanis of Latvia, President Algirdas Brazauskas of Lithuania, and President Lennart Meri of Estonia",NATO Strategy and Enlargement,Include candidate,chronology,non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101467,https://clinton.presidentiallibraries.us/files/original/6fef6ada21b09fbd2afda36dbf939461.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2014-0656-M, Item 101467. Secret."
447,Fix Source and Declass,57,1993-04-03,Memcon,Working Dinner with President Boris Yeltsin,Crisis Security Files,Context candidate,chronology,NATO-Russia thread,Verify Washington time and chronological placement.,https://catalog.archives.gov/id/163545404,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/6-YeltsinVancouver.pdf,"Source: National Archives Catalog item 163545404, Clinton Library case 2014-0901-M, NSC Records Management PRS Files, Document ID 9302226. Derivative PDF extracts source pages 9-17 and appends source marker page 2 as provenance sheet. Secret."
448,Fix Source and Declass,57,1993-04-04,Memcon,Meeting with Russian President Boris Yeltsin on Security Issues,Crisis Security Files,Context candidate,chronology,NATO-Russia thread,Verify Washington time and chronological placement.,https://catalog.archives.gov/id/163545404,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscrm/7585721/6-YeltsinVancouver.pdf,"Source: National Archives Catalog item 163545404, Clinton Library case 2014-0901-M, NSC Records Management PRS Files, Document ID 9302226. Derivative PDF extracts source pages 19-30 and appends source marker page 2 as provenance sheet. Secret."
449,Fix Source and Declass,57,1993-04-20,Memcon,Memorandum of Conversation - Meeting with President Vaclav Havel of the Czech Republic,Crisis Security Files,Include candidate,chronology,Madrid/accession thread,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/119030,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release Declassified Documents Concerning President Vaclav Havel of the Czech Republic and President Lech Walesa of Poland, Item 119030. Confidential."
