date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1999-06-08,,Memcon,Memorandum of Conversation - President Arpad Goncz of Hungary,Bill Clinton,United States; Hungary,NATO Strategy and Enlargement,Include candidate,Pending review,William J. Clinton Presidential Library; 101598,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101598,https://clinton.presidentiallibraries.us/files/original/bba4979c2e685ab534478f898bf75c30.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0133-M, Item 101598. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-08,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 8, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 482-484",Secret; Secret,482-484,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-10,,Context,Presidential Daily Diary reference: Kosovo Military Technical Agreement calls,Bill Clinton; Wesley Clark; Javier Solana; Boris Yeltsin; Jacques Chirac; Massimo D'Alema; Jose Maria Aznar; Jean Chretien,United States; Russia; France; Italy; Spain; Canada; Kosovo; Serbia,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368193; pages 59-61",Unclassified diary record,pages 59-61,https://catalog.archives.gov/id/17368193,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/93/3681/17368193/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-010-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/9/99; 4/14/99; 4/27/99; 4/30/99; 5/2/99; 5/20/99; 5/24/99; 5/28/99; 6/2/99; 6/10/99; 6/20/99], NAID 17368193, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-06-10,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 10, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 488-489",Confidential; Confidential,488-489,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-13,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 13, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 531-537",Secret; Secret,531-537,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-14,,Telcon,"Telephone call with President Boris Yeltsin of Russia, June 14, 1999, White House",Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 521-524",Secret; Secret,521-524,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-20,,Memcon,"Meeting with President Boris Yeltsin of Russia, June 20, 1999, Cologne, Germany",Bill Clinton; Boris Yeltsin,United States; Russia; Germany; Kosovo,Crisis Security Files,Context candidate,Released in full,"William J. Clinton Presidential Library, MDR Release 2015-0782-M-2; 2015-0782-M-2; 2015-0782-M-2; 497-505",Confidential; Confidential,497-505,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin-0,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-01/2015-0782-M-2.pdf,"Source: William J. Clinton Presidential Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-2; related packet(s): 2014-0546-M-Release-A. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-06-20,,Memcon,Memorandum of Conversation - President Boris Yeltsin of Russia,Bill Clinton; Boris Yeltsin,United States; Russia; Kosovo,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101606,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/101606,https://clinton.presidentiallibraries.us/files/original/3a9dfaf27b801d9fcfa3cefddca78be5.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0782-M-2, Item 101606. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1999-11-18,,Context,Presidential Daily Diary reference: OSCE Istanbul Summit and bilateral meeting with Yeltsin,Bill Clinton; Boris Yeltsin; Madeleine Albright; James Steinberg; Antony Blinken,United States; Russia; Turkey,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368195; pages 51-59",Unclassified diary record,pages 51-59,https://catalog.archives.gov/id/17368195,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/95/3681/17368195/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_002/42-t-7262157-20100083F-002-012-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 10/6/99; 10/11/99; 10/18/99; 10/28/99; 11/6/99; 10/11/99; 10/18/99; 10/28/99; 11/6/99; 11/17/99; 11/18/99; 11/30/99], NAID 17368195, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-11-19,,Memcon,Memorandum of Conversation - President Boris Yeltsin of Russia,Bill Clinton; Boris Yeltsin,United States; Russia,NATO-Russia and Partnership,Include candidate,Pending review,William J. Clinton Presidential Library; 101582,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/101582,https://clinton.presidentiallibraries.us/files/original/3ea5b8a29cbf7b1fc12b3d62aa2c6285.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0777-M, Item 101582. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1999-11-19,,Context,Presidential Daily Diary reference: CFE Treaty signing at Istanbul,Bill Clinton; Madeleine Albright,United States; Turkey,European Security Architecture,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870987; pages 72 and 79",Unclassified diary record,pages 72 and 79,https://catalog.archives.gov/id/147870987,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-012-005-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [11/10/1999-11/19/1999], NAID 147870987, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1999-11-23,,Context,"Presidential Daily Diary reference: Kosovo visit, NATO officials, and Kosovar leaders",Bill Clinton; Madeleine Albright; Bernard Kouchner; Klaus Reinhardt; Wesley Clark,United States; Kosovo,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870989; pages 37-43",Unclassified diary record,pages 37-43,https://catalog.archives.gov/id/147870989,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-012-006-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [11/20/1999-11/30/1999], NAID 147870989, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
2000-06-03,,Context,Presidential Daily Diary reference: Moscow meetings and dinner with Vladimir Putin,Bill Clinton; Vladimir Putin; Strobe Talbott; Madeleine Albright; Samuel Berger; Igor Ivanov; Georgy Mamedov,United States; Russia,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147871021; pages 22-35",Unclassified diary record,pages 22-35,https://catalog.archives.gov/id/147871021,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-013-011-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [06/01/2000-06/11/2000], NAID 147871021, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
2000-06-05,,Memcon,Memorandum of Conversation - President Leonid Kuchma of Ukraine,Bill Clinton,United States; Russia; Kosovo; Ukraine,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 101663,Secret; Secret,,https://clinton.presidentiallibraries.us/items/show/101663,https://clinton.presidentiallibraries.us/files/original/7c287496e2d0bdef255b7be9be743cf8.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2016-0123-M, Item 101663. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
2000-07-21,,Context,Presidential Daily Diary reference: Okinawa G-8 meeting with Vladimir Putin,Bill Clinton; Vladimir Putin; Strobe Talbott; James Steinberg; Mark Medish,United States; Russia; Japan,NATO-Russia and Partnership,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2010-0083-F; 17368201; pages 12 and 16",Unclassified diary record,pages 12 and 16,https://catalog.archives.gov/id/17368201,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/1/3682/17368201/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_003/42-t-7262157-20100083F-003-003-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/4/00; 4/1200; 4/25/00; 5/7/00; 5/18/00; 5/22/00; 5/26/00; 6/7/00; 6/8/00; 6/18/00], NAID 17368201, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
